title,year,authors,venue,doi,url,abstract,source,queries
HUST22 Workshop Organization,2022,,2022 IEEE/ACM International Workshop on HPC User Support Tools (HUST),10.1109/hust56722.2022.00005,https://doi.org/10.1109/hust56722.2022.00005,,crossref,LLM HPC user support assistant evaluation
Hvac: Removing I/O Bottleneck for Large-Scale Deep Learning Applications,2022,Awais Khan; Arnab K. Paul; Christopher Zimmer; Sarp Oral; Sajal Dash,,10.1109/cluster51413.2022.00044,https://openalex.org/W4311546745,"Scientific communities are increasingly adopting deep learning (DL) models in their applications to accelerate scientific discovery processes. However, with rapid growth in the computing capabilities of HPC supercomputers, large-scale DL applications have to spend a significant portion of training time performing I/O to a parallel storage system. Previous research works have investigated optimization techniques such as prefetching and caching. Unfortunately, there exist non-trivial challenges to adopting the existing solutions on HPC supercomputers for large-scale DL training applications, which include non-performance and/or failures at extreme scale, lack of portability and generality in design, complex deployment methodology, and being limited to a specific application or dataset. To address these challenges, we propose High-Velocity AI Cache (HVAC), a distributed read-cache layer that targets and fully exploits the node-local storage or near node-local storage technology. HVAC seamlessly accelerates read I/O by aggregating node-local or near node-local storage, avoiding metadata lookups and file locking while preserving portability in the application code. We deploy and evaluat",openalex,supercomputer job failure diagnosis dataset
IndicBART: A Pre-trained Model for Indic Natural Language Generation,2022,Raj Dabre; Himani Shrotriya; Anoop Kunchukuttan; Ratish Puduppully; Mitesh M. Khapra,Findings of the Association for Computational Linguistics: ACL 2022,10.18653/v1/2022.findings-acl.145,https://openalex.org/W4285255685,"In this paper, we study pre-trained sequenceto-sequence models for a group of related languages, with a focus on Indic languages. We present IndicBART, a multilingual, sequenceto-sequence pre-trained model focusing on 11 Indic languages and English. IndicBART utilizes the orthographic similarity between Indic scripts to improve transfer learning between similar Indic languages. We evaluate In-dicBART on two NLG tasks: Neural Machine Translation (NMT) and extreme summarization. Our experiments on NMT and extreme summarization show that a model specific to related languages like IndicBART is competitive with large pre-trained models like mBART50 despite being significantly smaller. It also performs well on very low-resource translation scenarios where languages are not included in pre-training or fine-tuning. Script sharing, multilingual training, and better utilization of limited model capacity contribute to the good performance of the compact IndicBART model.",openalex,large language model batch script scheduler
Interactive NLU-Powered Ontology-Based Workflow Synthesis for FAIR Support of HPC,2022,Zifan Nan; Mithil Dave; Xipeng Shen; Chunhua Liao; Tristan Vanderbruggen,2022 IEEE/ACM International Workshop on HPC User Support Tools (HUST),10.1109/hust56722.2022.00009,https://doi.org/10.1109/hust56722.2022.00009,,crossref,LLM HPC user support assistant evaluation
IranITJobs2021: a Dataset for Analyzing Iranian Online IT Job Advertisements Collected Using a New Crowdsourcing-based Dataset Gathering Process,2022,Fakhroddin Noorbehbahani; Nikta Akbarpour; Mohammad Reza Saeidi,2022 12th International Conference on Computer and Knowledge Engineering (ICCKE),10.1109/iccke57176.2022.9960084,https://doi.org/10.1109/iccke57176.2022.9960084,,crossref,supercomputer job failure diagnosis dataset
LSched: A Workload-Aware Learned Query Scheduler for Analytical Database Systems,2022,Ibrahim Sabek; Tenzin Samten Ukyab; Tim Kraska,Proceedings of the 2022 International Conference on Management of Data,10.1145/3514221.3526158,https://openalex.org/W4281785343,"Query scheduling is a crucial task for analytical database systems that can greatly affect the query latency. However, existing scheduling approaches are based on heuristics and not optimal. A recent trial proposed to use reinforcement learning for automatically learning end-to-end scheduling policies. However, such trial was not capable of considering the database-specific characteristics (e.g., operator types, pipelining), and hence becomes not efficient for analytical database systems. In this paper, we try to fill this gap and introduce LSched (Learned Scheduler), a fully learned workload-aware query scheduler for in-memory analytical database systems. LSched provides an efficient inter-query and intra-query scheduling for dynamic analytical workloads (i.e., different queries can arrive/depart at any time). We integrated LSched with an efficient in-memory analytical database system, and evaluated it with TPCH, SSB, and JOB benchmarks. Our evaluation shows that LSched improves over the performance of existing state-of-the-art query schedulers and heuristic-based ones by at least 35% and 50% in both streaming and batching query workloads.",openalex,job script correctness benchmark scheduler
MatSciBERT: A materials domain language model for text mining and information extraction,2022,Tanishq Gupta; Mohd Zaki; N. M. Anoop Krishnan; Mausam Mausam,npj Computational Materials,10.1038/s41524-022-00784-w,https://openalex.org/W3201869313,"Abstract A large amount of materials science knowledge is generated and stored as text published in peer-reviewed scientific literature. While recent developments in natural language processing, such as Bidirectional Encoder Representations from Transformers (BERT) models, provide promising information extraction tools, these models may yield suboptimal results when applied on materials domain since they are not trained in materials science specific notations and jargons. Here, we present a materials-aware language model, namely, MatSciBERT, trained on a large corpus of peer-reviewed materials science publications. We show that MatSciBERT outperforms SciBERT, a language model trained on science corpus, and establish state-of-the-art results on three downstream tasks, named entity recognition, relation classification, and abstract classification. We make the pre-trained weights of MatSciBERT publicly accessible for accelerated materials discovery and information extraction from materials science texts.",openalex,large language model batch script scheduler
MERLOT RESERVE: Neural Script Knowledge through Vision and Language and Sound,2022,Rowan Zellers; Jing Lü; Xunfa Lu; Yang Yu; Yanpeng Zhao,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52688.2022.01589,https://openalex.org/W4221154653,"As humans, we navigate a multimodal world, building a holistic understanding from all our senses. We introduce @MERLOT RESERVE, a model that represents videos jointly over time - through a new training objective that learns from audio, subtitles, and video frames. Given a video, we replace snippets of text and audio with a MASK token; the model learns by choosing the correct masked-out snippet. Our objective learns faster than alternatives, and performs well at scale: we pretrain on 20 million YouTube videos. Empirical results show that @MERLOT RESERVE learns strong multimodal representations. When finetuned, it sets state-of-the-art on Visual Commonsense Reasoning (VCR), TVQA, and Kinetics-600; outperforming prior work by 5%, 7%, and 1.5% respectively. Ablations show that these tasks benefit from audio pretraining - even VCR, a QA task centered around images (without sound). Moreover, our objective enables out-of-the-box prediction, revealing strong multimodal commonsense understanding. In a fully zero-shot setting, our model obtains competitive results on four video tasks, even outperforming supervised approaches on the recently proposed Situated Reasoning (STAR) benchmark. We an",openalex,job script correctness benchmark scheduler
Message from the Correctness 2022 Workshop Chairs,2022,,2022 IEEE/ACM Sixth International Workshop on Software Correctness for HPC Applications (Correctness),10.1109/correctness56720.2022.00004,https://doi.org/10.1109/correctness56720.2022.00004,,crossref,job script correctness benchmark scheduler
Message from the HUST 22 Workshop Chairs,2022,,2022 IEEE/ACM International Workshop on HPC User Support Tools (HUST),10.1109/hust56722.2022.00004,https://doi.org/10.1109/hust56722.2022.00004,,crossref,LLM HPC user support assistant evaluation
NERSC Job Script Generator,2022,Robin Shao; Thorsten Kruth; Zhengji Zhao,2022 IEEE/ACM International Workshop on HPC User Support Tools (HUST),10.1109/hust56722.2022.00010,https://doi.org/10.1109/hust56722.2022.00010,,crossref,LLM SLURM job script generation | LLM HPC user support assistant evaluation | job script correctness benchmark scheduler
Neural program repair with execution-based backpropagation,2022,He Ye; Matías Martínez; Martin Monperrus,Proceedings of the 44th International Conference on Software Engineering,10.1145/3510003.3510222,https://openalex.org/W3160155705,"Neural machine translation (NMT) architectures have achieved promising results for automatic program repair. Yet, they have the limitation of generating low-quality patches (e.g., not compilable patches). This is because the existing works only optimize a purely syntactic loss function based on characters and tokens without incorporating program-specific information during neural network weight optimization. In this paper, we propose a novel program repair model called RewardRepair. The core novelty of RewardRepair is to improve NMT-based program repair with a loss function based on program compilation and test execution information, rewarding the network to produce patches that compile and that do not overfit. We conduct several experiments to evaluate RewardRepair showing that it is feasible and effective to use compilation and test execution results to optimize the underlying neural repair model. RewardRepair correctly repairs 207 bugs over four benchmarks. we report on repair success for 121 bugs that are fixed for the first time in the literature. Also, RewardRepair produces up to 45.3% of compilable patches, an improvement over the 39% by the state-of-the-art.",openalex,executable dataset automated program repair
Neural Transfer Learning for Repairing Security Vulnerabilities in C Code,2022,Zimin Chen; Steve Kommrusch; Martin Monperrus,IEEE Transactions on Software Engineering,10.1109/tse.2022.3147265,https://openalex.org/W3156480510,"In this paper, we address the problem of automatic repair of software vulnerabilities with deep learning. The major problem with data-driven vulnerability repair is that the few existing datasets of known confirmed vulnerabilities consist of only a few thousand examples. However, training a deep learning model often requires hundreds of thousands of examples. In this work, we leverage the intuition that the bug fixing task and the vulnerability fixing task are related and that the knowledge learned from bug fixes can be transferred to fixing vulnerabilities. In the machine learning community, this technique is called transfer learning. In this paper, we propose an approach for repairing security vulnerabilities named VRepair which is based on transfer learning. VRepair is first trained on a large bug fix corpus and is then tuned on a vulnerability fix dataset, which is an order of magnitude smaller. In our experiments, we show that a model trained only on a bug fix corpus can already fix some vulnerabilities. Then, we demonstrate that transfer learning improves the ability to repair vulnerable C functions. We also show that the transfer learning model performs better than a model t",openalex,executable dataset automated program repair
On Routing Tolerant to Power Supply Failure of a Cabinet of a Torus-Based Supercomputer,2022,Antoine Bossard,2022 IEEE 7th Southern Power Electronics Conference (SPEC),10.1109/spec55080.2022.10058401,https://doi.org/10.1109/spec55080.2022.10058401,,crossref,supercomputer job failure diagnosis dataset
On the reliability of coverage-based fuzzer benchmarking,2022,Marcel Böhme; László Szekeres; Jonathan Metzman,Proceedings of the 44th International Conference on Software Engineering,10.1145/3510003.3510230,https://openalex.org/W4284706927,"Given a program where none of our fuzzers finds any bugs, how do we know which fuzzer is better? In practice, we often look to code coverage as a proxy measure of fuzzer effectiveness and consider the fuzzer which achieves more coverage as the better one.",openalex,job script correctness benchmark scheduler
PMT: Power Measurement Toolkit,2022,Stefano Corda; Bram Veenboer; Emma Tolley,2022 IEEE/ACM International Workshop on HPC User Support Tools (HUST),10.1109/hust56722.2022.00011,https://doi.org/10.1109/hust56722.2022.00011,,crossref,LLM HPC user support assistant evaluation
pyp2pcluster: A cluster discovery tool,2022,Robert Tracey; Mobayode O. Akinsolu; Vadim Elisseev; Sultan Shoaib,2022 IEEE/ACM International Workshop on HPC User Support Tools (HUST),10.1109/hust56722.2022.00007,https://doi.org/10.1109/hust56722.2022.00007,,crossref,LLM HPC user support assistant evaluation
Quo vadis artificial intelligence?,2022,Yuchen Jiang; Xiang Li; Hao Luo; Shen Yin; Okyay Kaynak,Discover Artificial Intelligence,10.1007/s44163-022-00022-8,https://openalex.org/W4220863497,"Abstract The study of artificial intelligence (AI) has been a continuous endeavor of scientists and engineers for over 65 years. The simple contention is that human-created machines can do more than just labor-intensive work; they can develop human-like intelligence. Being aware or not, AI has penetrated into our daily lives, playing novel roles in industry, healthcare, transportation, education, and many more areas that are close to the general public. AI is believed to be one of the major drives to change socio-economical lives. In another aspect, AI contributes to the advancement of state-of-the-art technologies in many fields of study, as helpful tools for groundbreaking research. However, the prosperity of AI as we witness today was not established smoothly. During the past decades, AI has struggled through historical stages with several winters. Therefore, at this juncture, to enlighten future development, it is time to discuss the past, present, and have an outlook on AI. In this article, we will discuss from a historical perspective how challenges were faced on the path of revolution of both the AI tools and the AI systems. Especially, in addition to the technical developme",openalex,supercomputer job failure diagnosis dataset
Revisiting object similarity-based patch ranking in automated program repair,2022,Ali Ghanbari,Proceedings of the Third International Workshop on Automated Program Repair,10.1145/3524459.3527354,https://doi.org/10.1145/3524459.3527354,,crossref,executable dataset automated program repair
Root Cause Analysis in Power Transformer Failure with Improved Intelligent Methods,2022,Sreelakshmi S Baiju; Adarsh S,2022 IEEE International Power and Renewable Energy Conference (IPRECON),10.1109/iprecon55716.2022.10059538,https://doi.org/10.1109/iprecon55716.2022.10059538,,crossref,LLM root cause analysis HPC job failure
Root Cause Classification of Temperature-related Failure Modes in a Hot Strip Mill,2022,Samuel Latham; Cinzia Giannetti,Proceedings of the 3rd International Conference on Innovative Intelligent Industrial Production and Logistics,10.5220/0011380300003329,https://doi.org/10.5220/0011380300003329,,crossref,LLM root cause analysis HPC job failure
Runtime prediction of big data jobs: performance comparison of machine learning algorithms and analytical models,2022,N. Ahmed; Andre L. C. Barczak; Mohammad A. Rashid; Teo Sušnjak,Journal Of Big Data,10.1186/s40537-022-00623-1,https://openalex.org/W4280622851,"Abstract Due to the rapid growth of available data, various platforms offer parallel infrastructure that efficiently processes big data. One of the critical issues is how to use these platforms to optimise resources, and for this reason, performance prediction has been an important topic in the last few years. There are two main approaches to the problem of predicting performance. One is to fit data into an equation based on a analytical models. The other is to use machine learning (ML) in the form of regression algorithms. In this paper, we have investigated the difference in accuracy for these two approaches. While our experiments used an open-source platform called Apache Spark, the results obtained by this research are applicable to any parallel platform and are not constrained to this technology. We found that gradient boost, an ML regressor, is more accurate than any of the existing analytical models as long as the range of the prediction follows that of the training. We have investigated analytical and ML models based on interpolation and extrapolation methods with k-fold cross-validation techniques. Using the interpolation method, two analytical models, namely 2D-plate and ",openalex,job script correctness benchmark scheduler
Scaling genetic improvement and automated program repair,2022,Mark Harman,Proceedings of the Third International Workshop on Automated Program Repair,10.1145/3524459.3527353,https://doi.org/10.1145/3524459.3527353,,crossref,executable dataset automated program repair
SelfAPR: Self-supervised Program Repair with Test Execution Diagnostics,2022,He Ye; Matías Martínez; Xiapu Luo; Tao Zhang; Martin Monperrus,,10.1145/3551349.3556926,https://openalex.org/W4313563660,"Learning-based program repair has achieved good results in a recent series of papers. Yet, we observe that the related work fails to repair some bugs because of a lack of knowledge about 1) the application domain of the program being repaired, and 2) the fault type being repaired. In this paper, we solve both problems by changing the learning paradigm from supervised training to self-supervised training in an approach called SelfAPR. First, SelfAPR generates training samples on disk by perturbing a previous version of the program being repaired, enforcing the neural model to capture project-specific knowledge. This is different from the previous work based on mined past commits. Second, SelfAPR executes all training samples and extracts and encodes test execution diagnostics into the input representation, steering the neural model to fix the kind of fault. This is different from the existing studies that only consider static source code as input. We implement SelfAPR and evaluate it in a systematic manner. We generate 1 039 873 training samples obtained by perturbing 17 open-source projects. We evaluate SelfAPR on 818 bugs from Defects4J, SelfAPR correctly repairs 110 of them, outp",openalex,executable dataset automated program repair
Table of Contents,2022,,2022 IEEE/ACM International Workshop on HPC User Support Tools (HUST),10.1109/hust56722.2022.00003,https://doi.org/10.1109/hust56722.2022.00003,,crossref,LLM HPC user support assistant evaluation
Table of Contents,2022,,2022 IEEE/ACM Sixth International Workshop on Software Correctness for HPC Applications (Correctness),10.1109/correctness56720.2022.00003,https://doi.org/10.1109/correctness56720.2022.00003,,crossref,job script correctness benchmark scheduler
The Fallacy of AI Functionality,2022,Inioluwa Deborah Raji; I. Elizabeth Kumar; Aaron Horowitz; Andrew D. Selbst,"2022 ACM Conference on Fairness, Accountability, and Transparency",10.1145/3531146.3533158,https://openalex.org/W4283156811,"Deployed AI systems often do not work. They can be constructed haphazardly, deployed indiscriminately, and promoted deceptively. However, despite this reality, scholars, the press, and policymakers pay too little attention to functionality. This leads to technical and policy solutions focused on “ethical” or value-aligned deployments, often skipping over the prior question of whether a given system functions, or provides any benefits at all. To describe the harms of various types of functionality failures, we analyze a set of case studies to create a taxonomy of known AI functionality issues. We then point to policy and organizational responses that are often overlooked and become more readily available once functionality is drawn into focus. We argue that functionality is a meaningful AI policy challenge, operating as a necessary first step towards protecting affected communities from algorithmic harm.",openalex,supercomputer job failure diagnosis dataset
The Stack: 3 TB of permissively licensed source code,2022,Denis Kocetkov; Raymond Li; Loubna Ben Allal; Jia Li; Chenghao Mou,arXiv (Cornell University),10.48550/arxiv.2211.15533,https://openalex.org/W4310428868,"Large Language Models (LLMs) play an ever-increasing role in the field of Artificial Intelligence (AI)--not only for natural language processing but also for code understanding and generation. To stimulate open and responsible research on LLMs for code, we introduce The Stack, a 3.1 TB dataset consisting of permissively licensed source code in 30 programming languages. We describe how we collect the full dataset, construct a permissively licensed subset, present a data governance plan, discuss limitations, and show promising results on text2code benchmarks by training 350M-parameter decoders on different Python subsets. We find that (1) near-deduplicating the data significantly boosts performance across all experiments, and (2) it is possible to match previously reported HumanEval and MBPP performance using only permissively licensed data. We make the dataset available at https://hf.co/BigCode, provide a tool called ""Am I in The Stack"" (https://hf.co/spaces/bigcode/in-the-stack) for developers to search The Stack for copies of their code, and provide a process for code to be removed from the dataset by following the instructions at https://www.bigcode-project.org/docs/about/the-sta",openalex,LLM Dockerfile generation build success benchmark
The Supercomputer “Fugaku”,2022,Mitsuhisa Sato,"2022 International Symposium on VLSI Design, Automation and Test (VLSI-DAT)",10.1109/vlsi-dat54769.2022.9768096,https://doi.org/10.1109/vlsi-dat54769.2022.9768096,,crossref,supercomputer job failure diagnosis dataset
Tiredness Diagnosis Utilizing KERA’s Classification Techniques at Job,2022,Monika Abrol; Sonia Bhukra,2022 5th International Conference on Contemporary Computing and Informatics (IC3I),10.1109/ic3i56241.2022.10072869,https://doi.org/10.1109/ic3i56241.2022.10072869,,crossref,supercomputer job failure diagnosis dataset
Title Page,2022,,2022 IEEE/ACM International Workshop on HPC User Support Tools (HUST),10.1109/hust56722.2022.00001,https://doi.org/10.1109/hust56722.2022.00001,,crossref,LLM HPC user support assistant evaluation
Towards a Hybrid MPI Correctness Benchmark Suite,2022,Tim Jammer; Alexander Hück; Jan-Patrick Lehr; Joachim Protze; Simon Schwitanski,Proceedings of the 29th European MPI Users' Group Meeting,10.1145/3555819.3555853,https://doi.org/10.1145/3555819.3555853,,crossref,job script correctness benchmark scheduler
Using Root Cause Analysis for Rural School Improvement,2022,bobby Gentry,AERA 2022,10.3102/ip.22.1891250,https://doi.org/10.3102/ip.22.1891250,,crossref,LLM root cause analysis HPC job failure
[Copyright notice],2021,,2021 IEEE/ACM 5th International Workshop on Software Correctness for HPC Applications (Correctness),10.1109/correctness54621.2021.00002,https://doi.org/10.1109/correctness54621.2021.00002,,crossref,job script correctness benchmark scheduler
[Copyright notice],2021,,2021 IEEE/ACM International Workshop on Automated Program Repair (APR),10.1109/apr52552.2021.00003,https://doi.org/10.1109/apr52552.2021.00003,,crossref,executable dataset automated program repair
[Title page],2021,,2021 IEEE/ACM 5th International Workshop on Software Correctness for HPC Applications (Correctness),10.1109/correctness54621.2021.00001,https://doi.org/10.1109/correctness54621.2021.00001,,crossref,job script correctness benchmark scheduler
[Title page],2021,,2021 IEEE/ACM International Workshop on Automated Program Repair (APR),10.1109/apr52552.2021.00002,https://doi.org/10.1109/apr52552.2021.00002,,crossref,executable dataset automated program repair
[Title page],2021,,2021 IEEE/ACM International Workshop on Automated Program Repair (APR),10.1109/apr52552.2021.00001,https://doi.org/10.1109/apr52552.2021.00001,,crossref,executable dataset automated program repair
A Bidirectional LSTM Language Model for Code Evaluation and Repair,2021,Md. Mostafizer Rahman; Yutaka Watanobe; Keita Nakamura,Symmetry,10.3390/sym13020247,https://openalex.org/W3127404656,"Programming is a vital skill in computer science and engineering-related disciplines. However, developing source code is an error-prone task. Logical errors in code are particularly hard to identify for both students and professionals, and a single error is unexpected to end-users. At present, conventional compilers have difficulty identifying many of the errors (especially logical errors) that can occur in code. To mitigate this problem, we propose a language model for evaluating source codes using a bidirectional long short-term memory (BiLSTM) neural network. We trained the BiLSTM model with a large number of source codes with tuning various hyperparameters. We then used the model to evaluate incorrect code and assessed the model’s performance in three principal areas: source code error detection, suggestions for incorrect code repair, and erroneous code classification. Experimental results showed that the proposed BiLSTM model achieved 50.88% correctness in identifying errors and providing suggestions. Moreover, the model achieved an F-score of approximately 97%, outperforming other state-of-the-art models (recurrent neural networks (RNNs) and long short-term memory (LSTM)).",openalex,executable dataset automated program repair
A Reliable Job Allocation Scheduler for Time-Triggered Wireless Networks,2021,Haytham Baniabdelghany; Roman Obermaisser; Ala' Khalifeh,2021 IEEE 24th International Symposium on Real-Time Distributed Computing (ISORC),10.1109/isorc52013.2021.00012,https://doi.org/10.1109/isorc52013.2021.00012,,crossref,job script correctness benchmark scheduler
"A survey of domains in workflow scheduling in computing infrastructures: Community and keyword analysis, emerging trends, and taxonomies",2021,Laurens Versluis; Alexandru Iosup,Future Generation Computer Systems,10.1016/j.future.2021.04.009,https://openalex.org/W3158320312,"Workflows are prevalent in today’s computing infrastructures as they support many domains. Different Quality of Service (QoS) requirements of both users and providers makes workflow scheduling challenging. Meeting the challenge requires an overview of state-of-art in workflow scheduling. Sifting through literature to find the state-of-art can be daunting, for both newcomers and experienced researchers. Surveys are an excellent way to address questions regarding the different techniques, policies, emerging areas, and opportunities present, yet they rarely take a systematic approach and publish their tools and data on which they are based. Moreover, the communities behind these articles are rarely studied. We attempt to address these shortcomings in this work. We introduce and open-source an instrument used to combine and store article meta-data. Using this meta-data, we characterize and taxonomize the workflow scheduling community and four areas within workflow scheduling: (1) the workflow formalism, (2) workflow allocation, (3) resource provisioning, and (4) applications and services. In each characterization, we obtain important keywords overall and per year, identify keywords gro",openalex,job script correctness benchmark scheduler
An Adaptive Cloud Bursting Job Scheduler based on Deep Reinforcement Learning,2021,Seiju Yasuda; Chonho Lee; Susumu Date,2021 International Conference on High Performance Big Data and Intelligent Systems (HPBD&amp;IS),10.1109/hpbdis53214.2021.9658447,https://doi.org/10.1109/hpbdis53214.2021.9658447,,crossref,job script correctness benchmark scheduler
Anomaly Detection and Anticipation in High Performance Computing Systems,2021,Andrea Borghesi; Martin Molan; Michela Milano; Andrea Bartolini,IEEE Transactions on Parallel and Distributed Systems,10.1109/tpds.2021.3082802,https://openalex.org/W3165758957,"In their quest toward Exascale, High Performance Computing (HPC) systems are rapidly becoming larger and more complex, together with the issues concerning their maintenance. Luckily, many current HPC systems are endowed with data monitoring infrastructures that characterize the system state, and whose data can be used to train Deep Learning (DL) anomaly detection models, a very popular research area. However, the lack of labels describing the state of the system is a wide-spread issue, as annotating data is a costly task, generally falling on human system administrators and thus does not scale toward exascale. In this article we investigate the possibility to extract labels from a service monitoring tool (Nagios) currently used by HPC system administrators to flag the nodes which undergo maintenance operations. This allows to automatically annotate data collected by a fine-grained monitoring infrastructure; this labelled data is then used to train and validate a DL model for anomaly detection. We conduct the experimental evaluation on a tier-0 production supercomputer hosted at CINECA, Bologna, Italy. The results reveal that the DL model can accurately detect the real failures, and",openalex,supercomputer job failure diagnosis dataset
Application of Artificial Intelligence-Based Technologies in the Healthcare Industry: Opportunities and Challenges,2021,DonHee Lee; Seong No Yoon,International Journal of Environmental Research and Public Health,10.3390/ijerph18010271,https://openalex.org/W3113541070,"This study examines the current state of artificial intelligence (AI)-based technology applications and their impact on the healthcare industry. In addition to a thorough review of the literature, this study analyzed several real-world examples of AI applications in healthcare. The results indicate that major hospitals are, at present, using AI-enabled systems to augment medical staff in patient diagnosis and treatment activities for a wide range of diseases. In addition, AI systems are making an impact on improving the efficiency of nursing and managerial activities of hospitals. While AI is being embraced positively by healthcare providers, its applications provide both the utopian perspective (new opportunities) and the dystopian view (challenges to overcome). We discuss the details of those opportunities and challenges to provide a balanced view of the value of AI applications in healthcare. It is clear that rapid advances of AI and related technologies will help care providers create new value for their patients and improve the efficiency of their operational processes. Nevertheless, effective applications of AI will require effective planning and strategies to transform the e",openalex,supercomputer job failure diagnosis dataset
Author Index,2021,,2021 IEEE/ACM International Workshop on Automated Program Repair (APR),10.1109/apr52552.2021.00016,https://doi.org/10.1109/apr52552.2021.00016,,crossref,executable dataset automated program repair
Automated patch assessment for program repair at scale,2021,He Ye; Matias Martinez; Martin Monperrus,Empirical Software Engineering,10.1007/s10664-020-09920-w,https://openalex.org/W2975950293,"Abstract In this paper, we do automatic correctness assessment for patches generated by program repair systems. We consider the human-written patch as ground truth oracle and randomly generate tests based on it, a technique proposed by Shamshiri et al., called Random testing with Ground Truth (RGT) in this paper. We build a curated dataset of 638 patches for Defects4J generated by 14 state-of-the-art repair systems, we evaluate automated patch assessment on this dataset. The results of this study are novel and significant: First, we improve the state of the art performance of automatic patch assessment with RGT by 190% by improving the oracle; Second, we show that RGT is reliable enough to help scientists to do overfitting analysis when they evaluate program repair systems; Third, we improve the external validity of the program repair knowledge with the largest study ever.",openalex,executable dataset automated program repair
Benchmarking parallelism in FaaS platforms,2021,Daniel Barcelona-Pons; Pedro Garcı́a-López,Future Generation Computer Systems,10.1016/j.future.2021.06.005,https://openalex.org/W3095152338,"Serverless computing has seen a myriad of work exploring its potential. Some systems tackle Function-as-a-Service (FaaS) properties on automatic elasticity and scale to run highly-parallel computing jobs. However, they focus on specific platforms and convey that their ideas can be extrapolated to any FaaS runtime. An important question arises: do all FaaS platforms fit parallel computations? In this paper, we argue that not all of them provide the necessary means to host highly-parallel applications. To validate our hypothesis, we create a comparative framework and categorize the architectures of four cloud FaaS offerings, emphasizing parallel performance. We attest and extend this description with an empirical experiment that consists in plotting in deep detail the evolution of a parallel computing job on each service. The analysis of our results evinces that FaaS is not inherently good for parallel computations and architectural differences across platforms are decisive to categorize their performance. A key insight is the importance of virtualization technologies and the scheduling approach of FaaS platforms. Parallelism improves with lighter virtualization and proactive schedul",openalex,job script correctness benchmark scheduler
Cable tree wiring - benchmarking solvers on a real-world scheduling problem with a variety of precedence constraints,2021,Jana Koehler; J. Bürgler; Urs Fontana; Etienne Fux; Florian Herzog,Constraints,10.1007/s10601-021-09321-w,https://openalex.org/W3170953471,"Abstract Cable trees are used in industrial products to transmit energy and information between different product parts. To this date, they are mostly assembled by humans and only few automated manufacturing solutions exist using complex robotic machines. For these machines, the wiring plan has to be translated into a wiring sequence of cable plugging operations to be followed by the machine. In this paper, we study and formalize the problem of deriving the optimal wiring sequence for a given layout of a cable tree. We summarize our investigations to model this cable tree wiring problem (CTW). as a traveling salesman problem with atomic, soft atomic, and disjunctive precedence constraints as well as tour-dependent edge costs such that it can be solved by state-of-the-art constraint programming (CP), Optimization Modulo Theories (OMT), and mixed-integer programming (MIP). solvers. It is further shown, how the CTW problem can be viewed as a soft version of the coupled tasks scheduling problem. We discuss various modeling variants for the problem, prove its NP-hardness, and empirically compare CP, OMT, and MIP solvers on a benchmark set of 278 instances. The complete benchmark set wit",openalex,job script correctness benchmark scheduler
Challenging the Stigma of Formal Program Repair,2021,Bat-Chen Rothenberg,2021 IEEE/ACM International Workshop on Automated Program Repair (APR),10.1109/apr52552.2021.00015,https://doi.org/10.1109/apr52552.2021.00015,,crossref,executable dataset automated program repair
Concolic program repair,2021,Ridwan Shariffdeen; Yannic Noller; Lars Grunske; Abhik Roychoudhury,,10.1145/3453483.3454051,https://openalex.org/W3176859472,"Automated program repair reduces the manual effort in fixing program errors. However, existing repair techniques modify a buggy program such that it passes given tests. Such repair techniques do not discriminate between correct patches and patches that overfit the available tests (breaking untested but desired functionality). We propose an integrated approach for detecting and discarding overfitting patches via systematic co-exploration of the patch space and input space. We leverage concolic path exploration to systematically traverse the input space (and generate inputs), while ruling out significant parts of the patch space. Given a long enough time budget, this approach allows a significant reduction in the pool of patch candidates, as shown by our experiments. We implemented our technique in the form of a tool called 'CPR' and evaluated its efficacy in reducing the patch space by discarding overfitting patches from a pool of plausible patches. We evaluated our approach for fixing real-world software vulnerabilities and defects, for fixing functionality errors in programs drawn from SV-COMP benchmarks used in software verification, as well as for test-suite guided repair. In ou",openalex,executable dataset automated program repair
DeepRank: a deep learning framework for data mining 3D protein-protein interfaces,2021,Nicolas Renaud; Cunliang Geng; Sonja Georgievska; Francesco Ambrosetti; Lars Ridder,Nature Communications,10.1038/s41467-021-27396-0,https://openalex.org/W3216616254,"Three-dimensional (3D) structures of protein complexes provide fundamental information to decipher biological processes at the molecular scale. The vast amount of experimentally and computationally resolved protein-protein interfaces (PPIs) offers the possibility of training deep learning models to aid the predictions of their biological relevance. We present here DeepRank, a general, configurable deep learning framework for data mining PPIs using 3D convolutional neural networks (CNNs). DeepRank maps features of PPIs onto 3D grids and trains a user-specified CNN on these 3D grids. DeepRank allows for efficient training of 3D CNNs with data sets containing millions of PPIs and supports both classification and regression. We demonstrate the performance of DeepRank on two distinct challenges: The classification of biological versus crystallographic PPIs, and the ranking of docking models. For both problems DeepRank is competitive with, or outperforms, state-of-the-art methods, demonstrating the versatility of the framework for research in structural biology.",openalex,retrieval augmented generation HPC documentation
